City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,guapiacu,-20.795,-49.2203,27.16,54,0,0.0,BR,1699858758
84,iskateley,67.6803,53.1512,-11.66,94,67,2.24,RU,1699858758
85,luanda,-8.8368,13.2343,25.0,83,75,3.09,AO,1699858635
86,rio grande,-32.035,-52.0986,16.64,94,100,5.74,BR,1699858758
87,debark',13.1561,37.8981,15.46,57,58,0.83,ET,1699858759
88,atafu village,-8.5421,-172.5159,29.23,73,14,2.91,TK,1699858759
89,kuanda,56.3161,116.0806,-11.93,80,100,0.68,RU,1699858759
90,tiksi,71.6872,128.8694,-17.52,91,100,4.97,RU,1699858759
91,enewetak,11.3474,162.3373,28.03,81,100,7.55,MH,1699858759
92,carnarvon,-24.8667,113.6333,23.34,64,11,6.64,AU,1699858760
93,fale old settlement,-9.3852,-171.2468,28.8,74,100,2.22,TK,1699858760
94,sos'va,59.1766,61.8558,1.7,90,100,2.68,RU,1699858760
95,kamina,-8.7386,24.9906,17.97,96,100,1.12,CD,1699858760
96,hamilton,39.1834,-84.5333,6.65,80,0,0.89,US,1699858668
97,general acha,-37.377,-64.6043,9.27,25,0,1.69,AR,1699858760
98,mangrol,21.1167,70.1167,30.8,30,99,2.98,IN,1699858761
99,keflavik,64.0049,-22.5624,4.24,56,0,10.29,IS,1699858761
100,waspan,14.7419,-83.9717,23.17,99,100,1.27,NI,1699858761
101,bilopillya,51.1502,34.3129,6.22,83,100,7.35,UA,1699858761
102,san antonio de pale,-1.4014,5.6325,26.31,82,40,3.81,GQ,1699858761
103,fortaleza,-3.7227,-38.5247,27.34,78,20,4.63,BR,1699858761
104,isafjordur,66.0755,-23.124,0.58,85,94,2.93,IS,1699858762
105,tazacorte,28.629,-17.9293,23.42,38,75,4.02,ES,1699858762
106,vernon,50.2581,-119.2691,7.09,73,100,1.03,CA,1699858598
107,murun-kuren,49.6342,100.1625,-3.02,35,19,1.44,MN,1699858762
108,anadyr,64.75,177.4833,-2.72,93,75,5.0,RU,1699858762
109,papatowai,-46.5619,169.4708,10.53,94,100,2.76,NZ,1699858762
110,puerto aysen,-45.4,-72.7,5.17,100,100,2.6,CL,1699858762
111,grand-lahou,5.1367,-5.0242,26.18,88,98,2.77,CI,1699858763
112,puerto ayora,-0.7393,-90.3518,24.75,93,94,4.47,EC,1699858763
113,sharifabad,35.4202,51.7926,19.59,34,100,0.67,IR,1699858763
114,bandundu,-3.3167,17.3667,24.24,82,95,1.67,CD,1699858763
115,iqaluit,63.7506,-68.5145,-17.95,77,75,4.63,CA,1699858764
116,nacala,-14.5428,40.6728,30.62,54,75,3.32,MZ,1699858764
117,kamiiso,41.8167,140.65,3.21,70,75,4.12,JP,1699858764
118,gamboma,-1.8764,15.8644,24.25,89,98,0.34,CG,1699858765
119,severo-yeniseyskiy,60.3725,93.0408,-4.12,98,100,0.89,RU,1699858765
120,sao raimundo nonato,-9.0153,-42.6994,22.6,38,0,0.37,BR,1699858765
121,wladyslawowo,54.7909,18.4009,7.18,83,80,3.29,PL,1699858765
122,shagonar,51.5333,92.8,-6.31,84,100,1.28,RU,1699858765
123,naqadeh,36.9553,45.388,16.7,36,44,0.67,IR,1699858765
124,luderitz,-26.6481,15.1594,23.79,41,0,7.36,NA,1699858765
125,vorgashor,67.5833,63.95,-13.93,99,76,2.18,RU,1699858766
126,mareeba,-17.0,145.4333,28.02,62,100,4.22,AU,1699858766
127,rouissat,31.9243,5.3502,13.04,58,0,0.0,DZ,1699858766
128,zemio,5.0314,25.1361,25.36,81,95,0.74,CF,1699858766
129,goderich,43.7501,-81.7165,4.39,81,100,4.63,CA,1699858766
130,hilo,19.7297,-155.09,22.36,95,75,2.06,US,1699858487
131,khamis mushait,18.3064,42.7292,19.58,39,0,2.06,SA,1699858766
132,coahuayana de hidalgo,18.7,-103.6583,24.71,89,99,1.76,MX,1699858767
133,puerto leguizamo,-0.1934,-74.7819,22.45,99,30,0.88,CO,1699858767
134,el calafate,-50.3408,-72.2768,5.12,76,100,0.94,AR,1699858767
135,carolina,18.3808,-65.9574,26.94,87,40,1.54,PR,1699858630
136,geraldton,-28.7667,114.6,28.23,47,0,6.69,AU,1699858767
137,aoulef,26.9667,1.0833,20.84,32,7,4.49,DZ,1699858767
138,kharp,66.8014,65.8081,-12.11,90,15,3.37,RU,1699858768
139,usinsk,65.9939,57.5281,-14.96,100,100,2.24,RU,1699858768
140,ji'an,27.1172,114.9793,12.03,50,100,4.92,CN,1699858768
141,howrah,22.5892,88.3103,30.0,54,36,5.14,IN,1699858768
142,thompson,55.7435,-97.8558,0.09,100,100,3.6,CA,1699858768
143,senillosa,-39.0,-68.4167,10.88,44,0,5.59,AR,1699858768
144,zavodoukovsk,56.5042,66.5515,1.03,77,100,3.46,RU,1699858768
145,thinadhoo,0.5333,72.9333,28.01,74,58,4.44,MV,1699858769
146,palopo,-2.9996,120.1921,29.93,67,100,2.76,ID,1699858769
147,miles city,46.4083,-105.8406,1.54,75,0,3.09,US,1699858769
148,wynyard,-41.0,145.7167,16.7,48,0,5.95,AU,1699858769
149,masaki-cho,33.7876,132.7112,14.16,46,75,5.14,JP,1699858769
150,afaahiti,-17.75,-149.2833,24.93,83,73,2.43,PF,1699858769
151,mhamid,29.82,-5.72,19.21,34,79,1.23,MA,1699858770
152,saint-pierre,-21.3393,55.4781,26.77,69,0,5.66,RE,1699858770
153,wotje,9.4543,170.2367,28.0,82,100,8.44,MH,1699858770
154,lata,40.1629,-8.3327,16.71,97,81,1.73,PT,1699858770
155,nova sintra,14.8667,-24.7167,23.09,69,100,5.87,CV,1699858770
156,cannonvale,-20.2833,148.7,24.66,58,0,6.43,AU,1699858770
157,ugoofaaru,5.6667,73.0,27.73,75,72,2.1,MV,1699858770
158,hadithah,34.1397,42.3781,24.86,27,93,4.26,IQ,1699858771
159,cam ranh,11.9214,109.1591,29.98,74,40,7.2,VN,1699858771
160,kayangel,8.0823,134.7173,29.0,76,100,6.42,PW,1699858771
161,hasaki,35.7333,140.8333,16.27,42,6,6.03,JP,1699858771
162,port alfred,-33.5906,26.891,18.99,75,100,2.68,ZA,1699858771
163,morehead city,34.7229,-76.726,12.0,84,100,6.17,US,1699858771
164,deqen,29.9618,90.7188,6.82,14,0,1.4,CN,1699858772
165,zouerate,22.7187,-12.4521,19.91,15,0,3.27,MR,1699858772
166,safford,32.834,-109.7076,13.95,46,0,2.68,US,1699858772
167,bermejo,-32.8833,-68.8,11.95,28,0,1.54,AR,1699858772
168,kristinestad,62.2743,21.376,-1.61,96,100,4.6,FI,1699858772
169,tazovsky,67.4667,78.7,-7.7,92,100,9.18,RU,1699858772
170,buala,-8.145,159.5921,27.21,79,100,2.78,SB,1699858772
171,salekhard,66.53,66.6019,-13.23,90,7,3.04,RU,1699858773
172,nykobing sjaelland,55.9249,11.6711,5.18,86,100,5.25,DK,1699858773
173,brookings,44.3114,-96.7984,4.54,60,0,1.54,US,1699858543
174,georgetown,5.4112,100.3354,32.19,68,20,5.14,MY,1699858613
175,weno,7.4515,151.8468,28.61,71,8,5.29,FM,1699858773
176,tura,25.5198,90.2201,27.63,50,0,1.22,IN,1699858773
177,sisimiut,66.9395,-53.6735,-10.93,80,3,3.16,GL,1699858773
178,constantia,44.1833,28.65,7.61,49,17,2.05,RO,1699858774
179,huanggang,23.677,116.9996,22.94,67,95,5.47,CN,1699858774
180,araxa,-19.5933,-46.9406,23.98,43,0,0.0,BR,1699858774
181,arraial do cabo,-22.9661,-42.0278,23.56,90,78,0.98,BR,1699858774
182,yangjiang,21.85,111.9667,22.45,65,35,5.67,CN,1699858774
183,tolanaro,-25.0319,46.9987,28.04,51,0,3.09,MG,1699858774
184,sinjar,36.3209,41.8754,22.23,32,18,2.9,IQ,1699858774
185,aral,40.5156,81.2636,11.17,24,0,1.83,CN,1699858775
186,privolzhskiy,51.4,46.0333,10.6,62,100,7.73,RU,1699858775
187,anna regina,7.2644,-58.5077,27.49,78,60,4.69,GY,1699858775
188,chonchi,-42.6128,-73.8092,7.84,98,99,2.06,CL,1699858775
189,hawaiian paradise park,19.5933,-154.9731,22.24,95,75,2.06,US,1699858775
190,trevelin,-43.0858,-71.4639,6.71,92,100,2.66,AR,1699858775
191,veraval,20.9,70.3667,31.38,32,88,2.33,IN,1699858775
192,alofi,-19.0595,-169.9187,22.94,94,100,6.69,NU,1699858776
193,oum hadjer,13.2954,19.6966,29.5,21,100,3.05,TD,1699858776
194,preobrazheniye,42.9019,133.9064,1.59,43,0,4.7,RU,1699858776
195,sittwe,20.15,92.9,28.45,70,65,3.7,MM,1699858776
196,mo i rana,66.3128,14.1428,-7.74,79,0,1.54,NO,1699858776
197,maintirano,-18.0667,44.0167,29.86,61,0,3.18,MG,1699858776
198,anqiu,36.4342,119.1925,7.19,26,100,3.0,CN,1699858777
199,praia da vitoria,38.7333,-27.0667,17.14,77,40,1.11,PT,1699858777
200,talcahuano,-36.7167,-73.1167,5.82,93,0,2.57,CL,1699858777
201,ulsteinvik,62.3432,5.8487,2.82,78,3,4.02,NO,1699858777
202,tauste,41.918,-1.2534,12.45,79,31,1.08,ES,1699858777
203,villa gesell,-37.2639,-56.973,11.7,59,0,3.49,AR,1699858777
204,polyarnyy,69.1989,33.4478,-8.83,97,98,3.99,RU,1699858777
205,la passe,45.5549,-0.8967,15.55,83,100,7.05,FR,1699858777
206,punta arenas,-53.15,-70.9167,7.06,65,40,3.09,CL,1699858778
207,cooper's town,26.8667,-77.5167,25.09,68,100,2.9,BS,1699858778
208,motueka,-41.1333,173.0167,15.94,66,0,1.87,NZ,1699858778
209,lorengau,-2.0226,147.2712,27.63,77,64,1.13,PG,1699858778
210,seydisehir,37.4193,31.8453,14.07,56,100,2.32,TR,1699858778
211,ternate,0.8,127.4,29.42,69,7,2.81,ID,1699858778
212,naze,28.3667,129.4833,18.51,66,83,8.14,JP,1699858778
213,taltal,-25.4,-70.4833,15.46,80,14,1.82,CL,1699858779
214,beni,0.5,29.4667,21.24,86,76,0.97,CD,1699858779
215,katsuura,35.1333,140.3,13.63,43,7,4.76,JP,1699858779
216,lihue,21.9789,-159.3672,25.77,74,40,9.26,US,1699858779
217,bulayevo,54.9056,70.4439,4.08,67,70,6.23,KZ,1699858779
218,glenfield park,-35.1372,147.334,28.66,16,0,4.54,AU,1699858779
219,kolonia,50.9333,6.95,10.33,93,100,3.6,DE,1699858574
220,mahriz,31.5917,54.4318,17.28,18,100,1.23,IR,1699858779
221,lerwick,60.1545,-1.1494,8.0,69,100,11.44,GB,1699858780
222,buritizeiro,-17.3511,-44.9622,23.25,39,100,0.51,BR,1699858780
223,aasiaat,68.7098,-52.8699,-15.62,93,37,2.67,GL,1699858781
224,pagar alam,-4.0167,103.2667,25.58,84,99,1.21,ID,1699858781
225,port elizabeth,-33.918,25.5701,16.16,94,100,6.17,ZA,1699858500
226,goure,13.9835,10.2704,25.16,15,7,5.65,NE,1699858781
227,dudinka,69.4058,86.1778,-5.21,96,93,4.08,RU,1699858782
228,savanna-la-mar,18.219,-78.1332,27.97,90,29,1.95,JM,1699858782
229,nalut,30.3333,10.85,16.25,39,0,3.25,LY,1699858782
230,tubarjal,30.4999,38.216,26.31,26,100,3.51,SA,1699858782
231,coquimbo,-29.9533,-71.3436,12.85,82,0,2.06,CL,1699858782
232,taybad,34.74,60.7756,18.01,31,0,1.66,IR,1699858782
233,fort-de-france,14.6089,-61.0733,25.97,89,20,1.03,MQ,1699858782
234,skelleftea,64.7507,20.9528,-6.8,100,75,5.14,SE,1699858783
235,la ronge,55.1001,-105.2842,-1.86,86,0,2.06,CA,1699858783
236,bardsir,29.9227,56.5743,16.86,16,51,1.15,IR,1699858783
237,puerto deseado,-47.7503,-65.8938,9.76,47,11,6.09,AR,1699858783
238,gunjur,13.2019,-16.7339,22.04,64,87,2.57,GM,1699858783
239,san-pedro,4.7485,-6.6363,25.88,87,7,2.17,CI,1699858783
240,pimenta bueno,-11.6725,-61.1936,23.45,97,30,0.69,BR,1699858783
241,nishinoomote,30.7333,131.0,14.31,50,20,8.23,JP,1699858784
242,glace bay,46.1969,-59.957,2.76,77,100,4.47,CA,1699858784
243,puerto lempira,15.2667,-83.7667,26.31,92,100,5.12,HN,1699858784
244,kelibia,36.8476,11.0939,19.14,82,20,1.54,TN,1699858784
245,pimentel,-6.8367,-79.9342,20.16,77,0,8.23,PE,1699858784
246,cuenca,-2.8833,-78.9833,12.96,97,100,0.97,EC,1699858678
247,kailua-kona,19.6406,-155.9956,24.72,88,91,1.34,US,1699858784
248,yangshuo,24.7808,110.4897,9.84,82,100,2.03,CN,1699858785
249,north bend,43.4065,-124.2243,11.07,93,100,4.63,US,1699858785
250,rabaul,-4.1967,152.1721,27.66,74,94,5.17,PG,1699858785
251,valparaiso,-33.0393,-71.6273,11.8,76,75,1.54,CL,1699858785
252,lazaro cardenas,17.9583,-102.2,25.16,87,31,1.7,MX,1699858785
253,nabire,-3.3667,135.4833,31.56,62,26,1.99,ID,1699858785
254,sola,-13.8833,167.55,26.13,80,100,12.11,VU,1699858786
255,ust-nera,64.5667,143.2,-27.06,100,99,1.28,RU,1699858786
256,vadso,70.0744,29.7487,-4.91,86,40,8.23,NO,1699858786
257,ca mau,9.1769,105.15,30.61,69,19,5.84,VN,1699858786
258,macapa,0.0389,-51.0664,26.99,83,0,2.06,BR,1699858786
259,myitkyina,25.3833,97.4,30.94,32,0,0.31,MM,1699858786
260,tughyl,47.7252,84.2063,3.92,88,100,3.98,KZ,1699858786
261,baruun-urt,46.6806,113.2792,-6.29,80,3,6.95,MN,1699858787
262,egilsstadir,65.2653,-14.3948,0.95,93,75,3.09,IS,1699858787
263,badger,64.8,-147.5333,-9.8,91,100,1.64,US,1699858787
264,daru,-9.0763,143.2092,26.9,67,92,4.4,PG,1699858787
265,beruniy,41.6911,60.7525,10.98,46,0,6.17,UZ,1699858787
266,sayansk,54.1088,102.1648,-3.47,56,98,1.01,RU,1699858787
267,port mathurin,-19.6833,63.4167,25.65,73,0,1.0,MU,1699858787
268,la'ie,21.6477,-157.9253,25.9,74,100,6.71,US,1699858788
269,askoy,60.4092,5.226,4.86,81,75,0.0,NO,1699858788
270,ulladulla,-35.35,150.4667,22.09,62,23,3.1,AU,1699858788
271,sirte,31.2089,16.5887,22.6,59,0,4.22,LY,1699858788
272,yunfu,22.9306,112.0373,20.08,62,83,2.47,CN,1699858788
273,pisco,-13.7,-76.2167,19.03,88,12,1.03,PE,1699858788
274,lugu,23.7464,120.7525,21.45,57,8,3.09,TW,1699858789
275,waingapu,-9.6567,120.2641,30.53,66,41,4.15,ID,1699858789
276,mangalia,43.8,28.5833,11.13,48,72,1.67,RO,1699858789
277,saipan,15.1355,145.701,29.39,84,40,6.17,MP,1699858789
278,kill devil hills,36.0307,-75.676,12.77,69,0,6.17,US,1699858789
279,quellon,-43.1167,-73.6167,7.61,93,100,4.75,CL,1699858789
280,nassau,40.7507,-73.5829,3.85,77,0,2.92,US,1699858789
281,revda,56.801,59.9303,2.77,76,100,2.38,RU,1699858790
282,dalandzadgad,43.5708,104.425,2.89,17,7,2.93,MN,1699858790
283,lyantor,61.6195,72.1555,-8.23,90,6,4.64,RU,1699858790
284,karabudakhkent,42.7087,47.5673,13.73,67,87,0.0,RU,1699858790
285,el granada,37.5027,-122.4694,14.94,84,100,2.57,US,1699858790
286,manado,1.487,124.8455,29.43,79,40,3.6,ID,1699858790
287,olyokminsk,60.3736,120.4264,-7.92,93,100,1.46,RU,1699858790
288,klaksvik,62.2266,-6.589,7.51,84,79,12.02,FO,1699858791
289,rundu,-17.9333,19.7667,30.75,26,82,1.84,NA,1699858654
290,petrolia,42.8668,-82.1498,7.09,93,100,3.6,CA,1699858791
291,shkoder,42.0683,19.5126,9.97,89,0,1.09,AL,1699858791
292,sambava,-14.2667,50.1667,27.63,65,6,4.47,MG,1699858791
293,manokwari,-0.8667,134.0833,28.18,82,96,1.18,ID,1699858791
294,farsan,32.2569,50.561,9.02,23,100,1.07,IR,1699858792
295,benjamin constant,-4.3831,-70.0311,26.07,94,8,0.8,BR,1699858792
296,tangalle,6.024,80.7911,29.09,84,100,1.12,LK,1699858792
297,dunedin,-45.8742,170.5036,12.67,78,100,2.22,NZ,1699858792
298,touros,-5.1989,-35.4608,26.09,74,100,5.53,BR,1699858792
299,nantai,40.9241,122.8044,2.39,38,0,1.96,CN,1699858792
300,gorgoram,12.6398,10.7039,26.24,14,72,5.71,NG,1699858793
301,krasnyy yar,46.5331,48.3456,11.96,60,100,2.62,RU,1699858793
302,macusani,-14.0833,-70.4333,4.1,88,100,1.26,PE,1699858793
303,kirakira,-10.4544,161.9205,25.74,87,100,2.82,SB,1699858793
304,dakhla,23.6848,-15.958,19.01,88,100,5.14,EH,1699858793
305,libreville,0.3925,9.4537,25.6,87,100,3.2,GA,1699858793
306,calama,-22.4667,-68.9333,11.27,30,0,6.69,CL,1699858793
307,nar'yan-mar,67.6713,53.087,-11.61,94,68,2.24,RU,1699858794
308,willmar,45.1219,-95.0433,6.01,75,0,2.57,US,1699858794
309,creston,41.0586,-94.3614,8.17,75,0,3.09,US,1699858794
310,tomatlan,19.9333,-105.25,23.94,84,100,1.6,MX,1699858794
311,svetlyy,54.675,20.1347,7.98,67,99,5.72,RU,1699858794
312,ati,13.2154,18.3353,29.87,21,100,3.42,TD,1699858794
313,saudarkrokur,65.7461,-19.6394,-1.6,73,99,3.57,IS,1699858794
314,sirjan,29.452,55.6814,19.09,15,94,1.1,IR,1699858795
315,i-n-salah,27.1935,2.4607,19.8,36,0,4.18,DZ,1699858795
316,cockburn town,21.4612,-71.1419,28.13,76,58,8.89,TC,1699858795
317,ad dawadimi,24.5077,44.3924,24.64,33,100,5.05,SA,1699858795
318,ladario,-19.0047,-57.6017,28.17,54,10,1.23,BR,1699858795
319,zaozersk,69.4005,32.4476,-10.45,93,100,2.73,RU,1699858795
320,north platte,41.1239,-100.7654,6.32,48,0,3.13,US,1699858795
321,bayji,34.9311,43.487,25.18,27,82,1.25,IQ,1699858796
322,sabha,27.0377,14.4283,19.29,51,0,3.91,LY,1699858796
323,kolasib,24.2333,92.7,29.5,39,3,1.27,IN,1699858796
324,helston,50.1032,-5.2705,14.29,94,100,10.29,GB,1699858796
325,krutinka,56.0055,71.5113,3.47,86,100,3.8,RU,1699858796
326,mochudi,-24.4167,26.15,25.33,34,0,7.32,BW,1699858796
327,san luis de la loma,17.2706,-100.8939,26.22,83,87,1.84,MX,1699858796
328,egersund,58.4513,5.9997,5.05,80,91,6.79,NO,1699858797
329,berrahal,36.8353,7.4533,13.85,72,100,1.47,DZ,1699858797
330,qashar,53.3906,62.9297,5.88,78,100,5.27,KZ,1699858797
331,bambari,5.768,20.6757,25.9,80,31,0.87,CF,1699858797
332,nouadhibou,20.931,-17.0347,18.99,72,9,3.6,MR,1699858797
333,chadan,51.2833,91.5833,-7.54,84,100,0.78,RU,1699858797
334,arteche,12.2645,125.4048,27.43,88,92,4.35,PH,1699858797
335,cheney,47.4874,-117.5758,5.01,73,100,3.09,US,1699858616
336,las palmas,28.4204,-14.0131,18.44,83,0,4.12,ES,1699858798
337,yeppoon,-23.1333,150.7333,29.88,62,0,5.19,AU,1699858798
338,namtsy,62.7161,129.6658,-19.65,99,22,2.31,RU,1699858798
339,saint-philippe,-21.3585,55.7679,26.73,68,9,2.73,RE,1699858798
340,maragogi,-9.0122,-35.2225,23.59,80,59,1.05,BR,1699858798
341,fort mcmurray,56.7268,-111.381,-2.23,100,0,1.54,CA,1699858798
342,hithadhoo,-0.6,73.0833,27.55,80,85,5.28,MV,1699858798
343,karratha,-20.7377,116.8463,29.63,42,6,9.24,AU,1699858798
344,lobujya,27.95,86.8167,-3.33,57,7,2.9,NP,1699858799
345,penzance,50.1186,-5.5371,14.38,85,100,14.36,GB,1699858799
346,suva,-18.1416,178.4415,23.71,94,75,5.14,FJ,1699858799
347,beloyarskiy,63.7119,66.6722,-11.11,94,6,2.24,RU,1699858799
348,margate,51.3813,1.3862,14.39,98,100,3.58,GB,1699858799
349,solnechnogorsk,56.1833,36.9833,5.01,95,100,5.62,RU,1699858799
350,talnakh,69.4865,88.3972,-5.44,97,100,2.66,RU,1699858799
351,mincivan,39.0294,46.7185,26.27,22,0,2.84,AZ,1699858800
352,palikir - national government center,6.9248,158.1611,29.41,74,100,3.09,FM,1699858800
353,sterling,39.0062,-77.4286,3.77,87,0,1.54,US,1699858800
354,mumford,5.2618,-0.759,26.8,86,25,2.43,GH,1699858800
355,bratske,47.865,31.5731,7.75,75,31,4.6,UA,1699858801
356,general roca,-39.0333,-67.5833,10.35,37,0,3.37,AR,1699858804
357,whitehorse,60.7161,-135.0538,-3.57,80,100,0.0,CA,1699858808
358,smorumnedre,55.7423,12.3028,5.82,96,100,3.19,DK,1699858810
359,shingu,33.7333,135.9833,10.33,67,5,3.42,JP,1699858811
360,forster,-32.1667,152.5167,20.21,72,88,3.98,AU,1699858813
361,punta del este,-34.9667,-54.95,15.06,68,75,6.17,UY,1699858804
362,xichang,27.8964,102.2634,18.33,57,3,2.1,CN,1699858814
363,brezina,33.0989,1.2608,14.37,36,0,2.0,DZ,1699858815
364,okha,53.5739,142.9478,-4.69,78,100,2.6,RU,1699858816
365,tindouf,27.6711,-8.1474,17.25,36,0,4.12,DZ,1699858817
366,tanggu,39.0211,117.6469,6.98,24,100,4.56,CN,1699858818
